Author(s) ID,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,Sponsors,Conference name,Conference date,Conference location,Conference code,Language of Original Document,Document Type,Publication Stage,Open Access,Source
"56294717000;12242734700;57203877421;","Development of states and forms of capitalism: An empirical examination of their relationship",2013,"Business and Economic Horizons",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053343801&doi=10.15208%2fbeh.2013.1&partnerID=40&md5=d7ee39e3f22730e25ee4b6275d03e940","Given the current economic crisis, we find this time of economic analysis to be both timely, and useful in determining which economic “style” is most supportive countries’ development in global capitalism. The goal of this paper is to determine which form of capitalism is most supportive the country’s development. The hypothesis that is raised in this paper is “The countries with the Liberal Market Economics system are more developed than Coordinated Market economics system countries”. This paper uses Hall and Soskice’s (2001) theoretical approach to varieties of capitalism to analyze countries’ competitiveness according to the World Economic Forum (WEF) and International Institute For Development Management (IMD) competitiveness indices. We use Knell and Srholec’s (2005) introduced methodology to calculate the index of coordination, which determines a country’s type of capitalism. The index consists of 12 variables, which later are divided into 4 groups according to the factor analysis results. Calculations confirmed the main differences, indicated in the literature, between two forms of capitalism at opposite extremes: Liberal Market Economies (LME) and Coordinated Market Economies (CME). Moreover, we discovered that CME is more supportive according to the human development rankings. © 2013 Prague Development Center.","Economic development; Human development; Sustainable growth; Varieties of capitalism",,,,,,,"English",Article,"Final","All Open Access, Green",Scopus
"36609643200;54961018600;35117577700;6602576757;55948067100;","Assumption-based risk identification method (ARM) in dynamic service provisioning",2013,"2013 21st IEEE International Requirements Engineering Conference, RE 2013 - Proceedings",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891046170&doi=10.1109%2fRE.2013.6636717&partnerID=40&md5=60ed1dddb72d288609a53e5e20780e05","In this paper we consider service-oriented applications composed of component services provided by different, economically independent service providers. As in all composite applications, the component services are composed and configured to meet requirements for the composite application. However, in a field experiment of composite service-oriented applications wef found that, although the services as actually delivered by the service providers meet their requirements, there is still a mismatch across service providers due to unstated assumptions, and that this mismatch causes an incorrect composite application to be delivered to end-users. Identifying and analyzing these initially unstated assumptions turns requirements engineering for service-oriented applications into risk analysis. In this paper, we describe a field experiment with an experimental service-oriented homecare system, in which unexpected behavior of the system turned up unstated assumptions about the contributing service providers. We then present an assumptions-driven risk identification method that can help identifying these risks, and we show how we applied this method in the second iteration of the field experiment. The method adapts some techniques from problem frame diagrams to identify relevant assumptions on service providers. The method is informal, and takes the 'view from nowhere' in that it does not result in a specification of the component services, but for every component service delivers a set of assumptions that the service must satisfy in order to contribute to the overall system requirements. We end the paper with a discussion of generalizability of this method. © 2013 IEEE.","Composite applications; Dynamic service provisioning; Homecare systems; Risks Requirements engineering","Iterative methods; Requirements engineering; Composite applications; Dynamic service provisioning; Homecare systems; Risk Identification; Service Oriented; Service provider; Service-oriented applications; System requirements; Risk perception","Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES);EMC2;et al.;IEEE;PUC Rio;Universidade do Estado do Rio de Janeiro (UERJ)","2013 21st IEEE International Requirements Engineering Conference, RE 2013","15 July 2013 through 19 July 2013","Rio de Janeiro",101409,"English",Conference Paper,"Final","All Open Access, Green",Scopus
"55888473400;55926169600;57212031727;7410128038;","The impact assessment of climate change on the long-term runoff on the han river in South Korea Based on RCP climate change scenarios",2013,"World Environmental and Water Resources Congress 2013: Showcasing the Future - Proceedings of the 2013 Congress",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887475996&doi=10.1061%2f9780784412947.287&partnerID=40&md5=17e83d5f7930c190364df6e143ea8ab9","The 2007 World Economic Forum (WEF) referred to climate change as the overriding problem we face. Concerns have been raised about how global warming would accelerate future climate change and its consequences. Many climate change studies expect the possible occurrence of extreme high temperature and increase in heavy rains and strong typhoons in the near future. Currently, climate change scenarios are used to prepare an appropriate plan for these phenomena under climate change. The main purpose of this paper is to suggest and evaluate an operational method of assessing the potential impact of climate change on hydrologic components and water resources at the regional scale. Future runoff was simulated using high resolution RCM (12.5 km X 12.5 km) RCP scenario operated by the Korea Meteorological Administration (KMA) and a semi-distribution model or SLURP. The study was carried out on the Han River including its nine dams. The study found that runoff characteristics, especially annual distribution, could change. The discharge in July tends to decrease while runoff can increase in August and September. The flow duration curve was estimated and compared with observed data and simulated daily runoff data for Paldang-dam to evaluate the effect of climate change. The analysis of the flow duration curve shows that the mean average low flow increased while the average wet and normal flow decreased under the climate change scenario. © 2013 American Society of Civil Engineers.",,"Global warming; Annual distributions; Climate change scenarios; Flow duration curve; Hydrologic components; Impact assessments; Operational methods; Runoff characteristics; Semi distributions; Runoff","(EWRI) of the American Society of Civil Engineers;Environmental and Water Resources Institute","World Environmental and Water Resources Congress 2013: Showcasing the Future","19 May 2013 through 23 May 2013","Cincinnati, OH",100671,"English",Conference Paper,"Final","",Scopus
[No author id available],"Water environment federation delegate report: NEWEA's WEF delegates: Bradley Moore (outgoing), Greg Cataldo, Jennifer Lachmayr, and Howard Carter (incoming)",2012,"Journal of New England Water Environment Association",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874738454&partnerID=40&md5=212ef575169f1e4d9a6d07680dda9b8f","One of the foremost duties of a WEE Delegate is to attend the meetings of the House of Delegates at WEETEC each year. The WEF House of Delegates (HOD) met on September 29, 2012, at the Hilton Riverside Hotel, in New Orleans, during WEFTEC 2012. Each of these workgroups had an enormous amount of territory to address, discuss, and reach consensus on, and the discussions will continue in 201 3 with steady progress anticipated. The Best Management Practices for the Partnering workgroup, in which Greg Cataldo participated, submitted its final product, an SOP manual for partnering between MAs, national associations, and peer associations. The manual will be available on the WEF Web site for reference by MAs. After the morning session the delegates attended a Water Heroes luncheon, which honored the work of New Orleans city wastewater staff during Hurricane Katrina. A graphic report detailing the dedication and effort of these individuals was amazing.",,"Best management practices; Hurricane katrina; New Orleans; Water environment federations; Workgroups; Technology; Pollution",,,,,,"English",Short Survey,"Final","",Scopus
"39862453400;26639043900;36892339300;","Retinal scan recognition using wavelet energy entropy",2012,"Proceedings - 2012 International Conference on Communication, Information and Computing Technology, ICCICT 2012",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873114952&doi=10.1109%2fICCICT.2012.6398120&partnerID=40&md5=0237ae09c764ee1d1347dd651848ded5","Retina blood vessels have high degree of uniqueness making retina based biometric systems as an emerging security and authentication mechanism. With increased advancement in digitization of authentication and medical image processing, there is demand of accurate and faster digital image processing. Wavelets are excellent in extracting localized texture information in digital images. Blood vessels have vessels with different thickness and width; they can be analyzed using multi-resolution analysis method. A retina feature, named wavelet energy feature (WEF) is defined in this paper, employing wavelet, which is a powerful tool of multi-resolution analysis. WEF can reflect the wavelet energy distribution of vessels with different thickness and width in several directions at different wavelet decomposition levels, so its ability to discriminate retinas is very strong. This paper also presents new and faster type of wavelets called Kekre's wavelets for creating WEF and extracting retinal feature vector. Wavelet energy entropies based on Kekre wavelets are calculated for retina features and used for match using Euclidian distance. The paper finds retinal match accuracy using Kekre wavelet better than Haar wavelets. Use of wavelet for segmenting the blood vessels and use of Energy Entropy for feature extraction holds promise of simplicity and computationally less expensive. © 2012 IEEE.","Biometrics; Feature Extraction; Kekre Wavelet; Multiresolution Analysis; Retina Scan; Wavelet Energy Entropy; Wavelets","Analysis method; Authentication mechanisms; Biometric systems; Different thickness; Digital image; Energy-entropy; Euclidian distance; Feature vectors; Haar wavelets; Kekre Wavelet; Multi-resolutions; Retina Scan; Retinal scans; Texture information; Wavelet energy; Wavelet energy feature; Wavelets; Authentication; Biometrics; Blood vessels; Communication; Feature extraction; Image processing; Multiresolution analysis; Ophthalmology; Wavelet decomposition; Entropy",,"2012 International Conference on Communication, Information and Computing Technology, ICCICT 2012","19 October 2012 through 20 October 2012","Mumbai",95232,"English",Conference Paper,"Final","",Scopus
"55681035800;24823590700;6602780457;","Studies for wind energy facility grid code compliance in South Africa",2012,"IEEE Power and Energy Society Conference and Exposition in Africa: Intelligent Grid Integration of Renewable Energy Resources, PowerAfrica 2012",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877291044&doi=10.1109%2fPowerAfrica.2012.6498619&partnerID=40&md5=d084476e3ece87ab15e663da9d0a4ee8","There have been significant increases in wind energy generation in recent years with an 11-fold increase in installed capacity in the past decade. This increase has resulted in many regulatory bodies defining grid codes specifically for wind energy. This paper provides a guide to engineers wishing to perform grid code compliance studies in the South African context. Typical data that would be required, methodologies to perform the integration studies, assumptions made as well as selected results and analysis from various technical investigations of a proposed Wind Energy Facility (WEF) in South Africa are presented. The technical investigations use an Original Equipment Manufacturer (OEM) specific Wind Turbine Generator (WTG) model. The selected technical investigations presented include Low-Voltage Ridethrough (LVRT) as well as WEF switching analysis. Other aspects of the integration of WEFs including ramp-rates, Sub-Synchronous Resonance (SSR), start-up and stability are also briefly discussed. © 2012 IEEE.","Compliance; South Africa; Wind Energy Facility; Wind Grid Code","Compliance; Installed capacity; Original equipment manufacturers; Regulatory bodies; South Africa; Subsynchronous resonance; Wind energy generation; Wind grid code; Data integration; Electric power transmission networks; Wind power",,"IEEE Power and Energy Society Conference and Exposition in Africa: Intelligent Grid Integration of Renewable Energy Resources, PowerAfrica 2012","9 July 2012 through 13 July 2012","Johannesburg",96814,"English",Conference Paper,"Final","",Scopus
"55336886700;55538597900;16402254500;","Use and application of the multivariant statistical cluster analysis technique to the capacity for technological innovation in latin america and Spain [Uso y aplicación de la técnica de análisis estadístico multivariante de cluster sobre la capacidad de innovación tecnológica en latinoamérica y españa]",2012,"Innovar",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871637680&partnerID=40&md5=14951441218d4ed0047f92731b37a0f4","This work analyzes the capacity for technological innovation in Latin America and Spain. Based on the literature on national capacity for innovation and economy of technological change, an empirical study was made using the Multivariant Statistical Cluster Analysis technique and the technological innovation indicators published in the 2002-2003 and 2009-2010 Global Competitiveness Reports (WEF, 2002; WEF, 2009). The aim was to explore the existence of groups of countries characterized by different levels of technological innovation, focusing on their characteristics and on the distance that separates them, as well as their evolution throughout the 2002-2009 period. The results show the existence of 4 groups of countries defined by different capacities for technological innovation, both in terms of governmental and business technology policy as well as technological infrastructures and human capital. The groups also differ in their evolution with respect to these factors during the period considered.","Available base and results; Latin america; Multivariant statistical cluster analysis; Technological innovation; Technological policy",,,,,,,"English; Spanish; French",Article,"Final","",Scopus
"57219984515;","Regional innovation system and economic competitiveness: The case of British Columbia",2012,"2012 Proceedings of Portland International Center for Management of Engineering and Technology: Technology Management for Emerging Technologies, PICMET'12",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867949129&partnerID=40&md5=5409ed180060db36aa7e66f1ddacf029","According to the World Economic Forum (WEF), Canada has the world's twelfth most competitive economy. Nevertheless, it is not presumptuous to think that The Country is not achieving its full potential. Canada is somewhat an underperformer when it comes to innovation and business sophistication. To boost Canada's innovation performance is paramount to improve Canada's competitiveness and ultimately the maintenance of Canada amid the World's most developed economies. The main objective of this study is to investigate Canada's innovation capabilities focusing on a smaller unit of analysis - British Columbia. This paper includes a thorough literature review linking innovation, productivity, and economic competitiveness. Secondly, this study investigates the current status of innovation in British Columbia. Lastly, this study makes recommendations to be applied to British Columbia aiming at helping improving Canada's innovation performance. © 2012 IEEE.",,"British Columbia; Competitive economy; Current status; Developed economies; Economic competitiveness; Innovation capability; Innovation performance; Literature reviews; Regional innovation systems; Unit of analysis; Economics; Industrial management; Regional planning; Technology; Competition","Portland State University;Tourism Vancouver","2012 Portland International Conference on Management of Engineering and Technology - Technology Management for Emerging Technologies, PICMET'12","29 July 2012 through 2 August 2012","Vancouver, BC",93488,"English",Conference Paper,"Final","",Scopus
"55357065100;55357249000;55357584500;","Impact of technological innovation on competitiveness of transition countries",2012,"Actual Problems of Economics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866167992&partnerID=40&md5=1e8feb86ec2c50c1735c1ef95db7d7a7","In this paper we analyze the impact of technological innovation on the competitiveness of the countries which started the process of transition in 1990. Transition countries are dividied into two groups: those which have not completed the process of transition, and those which have successfully completed the transformation of their economies. We used the concept of Global Competitiveness Index (GCI), developed by the World Economic Forum (WEF), to measure competitiveness. The analysis starts by formulating two hypotheses, involving technological readinness and innovation. T-test was used for confirming the first hypothesis, Pearson's correlation coefficient and Spearman's rank correlation coefficient were used in the case of the other. © Ljiljana Maksimovis, Milka Grbic, Vladimir Mihajlovic, 2012.","GDP per capita; Global Competitiveness Index; Innovation; Technological readiness",,,,,,,"English; Ukrainian; Russian",Article,"Final","",Scopus
"16041681600;42961452100;57212968033;","Quantifying the relationship between entrepreneurship and competitiveness development stages in Latin America",2012,"International Entrepreneurship and Management Journal",62,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864418495&doi=10.1007%2fs11365-010-0165-9&partnerID=40&md5=a9d72a04f88f2b0da413914a4dda0ede","This research aims to quantify the importance of a country's entrepreneurship level in terms of its competitiveness rates. Our hypothesis is that those countries entrepreneurship growth rates increase their competitiveness indicators and that this entrepreneurial improvement could be a key factor in reaching the next stage of development. We establish this relationship using a longitudinal database of Latin American countries that participated in the Global Entrepreneurship Monitor (GEM) and the Global Competitiveness Reports of the World Economic Forum (WEF) from 2001 to 2006. GEM and WEF construct aggregated indexes using several variables to rate each country's entrepreneurship activity and competitiveness development. We use a discriminant analysis to identify various countries' competitiveness subgroups and show how each country's entrepreneurship rates have weight in different stages of competitiveness, placing a special emphasis on Latin America. Our results suggest that Latin American countries need to gain entrepreneurial dynamics and economic (and competitiveness) development by transforming their typical self-employment or low value-added new ventures for local markets into strong, innovative networked firms competing globally. Some management and policy implications are also discussed. © 2011 The Author(s).","Competitiveness; Discriminant analysis; Economic growth; Global Entrepreneurship Monitor; Latin America",,,,,,,"English",Article,"Final","All Open Access, Hybrid Gold",Scopus
"37065927400;11438785300;8609137800;","Knowledge based economy: The role of expert Diaspora",2012,"Panoeconomicus",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863461644&doi=10.2298%2fPAN1203369F&partnerID=40&md5=e92241f14af1264b9c757fd5ed27b3d2","Diasporas stand out as an economic or cultural avant-garde of transformation. This is especially true for academic and other intellectual Diaspora communities, because science and knowledge creation are global enterprises. Proclivity of knowledge workers to move in order to improve and absorb transnational knowledge through Diaspora networks might be an essential quality of an emerging national economy of a developing country. The article treats the role of expert Diaspora in knowledge based economy, innovation and talent management. Besides presenting the essentials of knowledge based economy and innovation, it discusses the role of expert Diaspora in science, technology and innovation (STI) capacity building. Also, the article emphasizes the importance of leadership for talent and its implications for Diaspora. Using WEF statistics, it illustrates negative consequences of the sad policy of ""Chaseaway the brightest and the best"" for innovative capacity, competitiveness, and prosperity of nations.","DVU (Diaspora virtual university); Expert Diaspora; Knowledge based economy; Leadership for talent; STI (science; Technology and innovation) capacity building",,,,,,,"English",Article,"Final","All Open Access, Gold, Green",Scopus
"23984376000;24823258400;23986125400;23984179400;","Handwritten character recognition using wavelet energy and extreme learning machine",2012,"International Journal of Machine Learning and Cybernetics",129,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861524095&doi=10.1007%2fs13042-011-0049-5&partnerID=40&md5=e7bca5a9a24ef9b369a610ea979ca844","This paper deals with the recognition of handwritten Malayalam character using wavelet energy feature (WEF) and extreme learning machine (ELM). The wavelet energy (WE) is a new and robust parameter, and is derived using wavelet transform. It can reduce the influences of different types of noise at different levels. WEF can reflect the WE distribution of characters in several directions at different scales. To a non oscillating pattern, the amplitudes of wavelet coefficients increase when the scale of wavelet decomposition increase. WE of different decomposition levels have different powers to discriminate the character images. These features constitute patterns of handwritten characters for classification. The traditional learning algorithms of the different classifiers are far slower than required. So we have used an extremely fast leaning algorithm called ELM for single hidden layer feed forward networks (SLFN), which randomly chooses the input weights and analytically determines the output weights of SLFN. This algorithm learns much faster than traditional popular learning algorithms for feed forward neural networks. This feature vector, classifier combination gave good recognition accuracy at level 6 of the wavelet decomposition. © 2011 Springer-Verlag.","Character recognition; Extreme learning machine; Feature extraction; Wavelet energy","Character images; Classifier combination; Decomposition level; Different scale; Extreme learning machine; Feature vectors; Feed-forward network; Hand written character recognition; Hand-written characters; Hidden layers; Input weights; Oscillating pattern; Recognition accuracy; Robust parameters; Traditional learning; Wavelet coefficients; Wavelet energy; Wavelet energy feature; Face recognition; Feature extraction; Learning algorithms; Learning systems; Network layers; Wavelet decomposition; Character recognition",,,,,,"English",Article,"Final","",Scopus
"6603686220;32167475800;49962054700;47561411100;57195410068;","Environmental policy stringency and technological innovation: Evidence from survey data and patent counts",2012,"Applied Economics",97,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051757623&doi=10.1080%2f00036846.2011.560110&partnerID=40&md5=1c2f8aa3725209458779695b0e4eb881","This article uses patent data to examine the impact of public environmental policy on innovations in environment-related technology. The analysis is conducted using data on an unbalanced panel of 77 countries between 2001 and 2007, drawing upon data obtained from the European Patent Office (EPO) World Patent Statistical (PATSTAT) database and the World Economic Forum's (WEF) 'Executive Opinion Survey'. The results support our hypotheses concerning the positive role of both general innovative capacity and environmental policy stringency on environmentrelated innovation. A subsequent two-stage model assesses the factors which drive innovation in general and uses the fitted values to estimate environmental innovation. While the analysis is conducted on a smaller sample, they confirm the findings of the reduced-form model. © 2012 Taylor & Francis.","Environmental policy; Patents; Technological innovation","database; environmental policy; innovation; intellectual property rights; numerical model; technology",,,,,,"English",Article,"Final","All Open Access, Green",Scopus
[No author id available],"Biosolids news from the NEWEA annual conference",2012,"Journal of New England Water Environment Association",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870409168&partnerID=40&md5=7c5d0edb0be7d5556374065b6f6333a9","The NEWEA Annual conference was held in Boston in January, 2012, where there were several residual presentations by eminent persons. During the conference, most presentations focused on resource recovery, with the topic of anaerobic digestion and other energy extraction technologies dominating. The topics included upgrades at the Manchester, N.H. incinerator by Fred McNeill and the race to install screw presses at Nashua's wastewater treatment facility by John Adie. In late March 2012, WEF held its annual Residuals and Biosolids conference in Raleigh. Two of the three pre-conference workshops were about producing and marketing energy and fertilizer products from biosolids. A keynote at the WEE conference was given by Jan Oleszkiewic of the University of Manitoba. He summarized what is happening in Europe, where various European Union directives are leading to less landfilling, a steady amount of land application, and more extraction of energy from biosolids.",,"Energy extraction; European Union Directive; Land applications; Landfilling; Manchester; Manitoba; Resource recovery; Screw press; Wastewater treatment facilities; Anaerobic digestion; Biosolids; Wastewater treatment; Biological materials",,,,,,"English",Conference Paper,"Final","",Scopus
"13006478900;7005687204;13006749100;","Exploring the critical pillars and causal relations within the NRI: An innovative approach",2012,"European Journal of Operational Research",15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83955165356&doi=10.1016%2fj.ejor.2011.10.013&partnerID=40&md5=d447bd19bac3ca814af94f801d1e9820","The Global Information Technology Report released by the World Economic Forum (WEF) has employed networked readiness index (NRI) to measure the global competitiveness of a country's information and communication technologies (ICT) diffusion. The final NRI overall scores were measured by an arithmetic mean aggregation of the composite pillars scores, which implicitly assumed that all the pillars have constant weights. The Report did not explore the critical pillars and causal relations for better decision making. To add values to this Report, the objective of this paper is to propose an innovative approach by using data mining techniques and partial least squares path modeling to scrutinize the critical pillars within the NRI and to further explore the causal relations amongst them. An empirical analysis based on the latest Report (2009-2010) is carried out. The results show that ""business usage,"" ""business readiness,"" and ""market environment"" are the three root drivers - critical pillars to manipulate the NRI overall scores; whereas ""government readiness,"" which is further mostly affected by the ""government usage,"" is the foremost enabler to the NRI overall scores. Based on the results, policy makers are suggested to allocate limited resources with priority to the three root drivers and one foremost enabler to frog-leap the global competitiveness of national ICT diffusion. © 2011 Elsevier B.V. All rights reserved.","Causal relations; Data mining; Information and communication technologies (ICT); Networked readiness index (NRI); World Economic Forum","Arithmetic mean; Causal relations; Constant weight; Data mining techniques; Empirical analysis; Global competitiveness; Global information technology; Information and Communication Technologies; Innovative approaches; Market environment; Networked readiness index (NRI); Partial least squares; Policy makers; World Economic Forum; Communication; Competition; Data mining; Decision making; Innovation; Room and pillar mining; Information technology",,,,,,"English",Article,"Final","",Scopus
"6701449865;7403382223;56532165100;56283296500;57203535768;","WEF/WERF study of BNR plants achieving very low N and P limits: Evaluation of technology performance and process reliability",2012,"Water Science and Technology",20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863411668&doi=10.2166%2fwst.2012.949&partnerID=40&md5=5085d48be1f6849bc3a793a65e2f6dcd","The Water Environment Research Foundation (WERF) funded a two-year comprehensive study of nutrient removal plants designed and operated to meet very low effluent total nitrogen (TN) and total phosphorus (TP) concentrations. WERF worked with the Water Environment Federation (WEF) to solicit participation of volunteers and provide a forum for information exchange at workshops at its annual conferences. Both existing and new technologies are being adapted to meet requirements that are as low as 3.0 mg/L TN and 0.1 mg/L TP, and there is a need to define their capabilities and reliabilities in the real world situation of wastewater treatment plants. A concern over very low daily permits for ammonia caused the work to be extended to include nitrification reliability. This effort focused on maximizing what can be learned from existing technologies in order to provide a database that will inform key decision makers about proper choices for both technologies and rationale bases for statistical permit writing. To this end, managers of 22 plants, 10 achieving low effluent TP, nine achieving low effluent TN, and three achieving low effluent NH 3-N, provided three years of operational data that were analyzed using a consistent statistical approach. Technology Performance Statistics (TPSs) were developed as three separate values representing the ideal, median, and reliably achievable performance. Technological conclusions can be drawn from the study in terms of what can be learned by comparing the different nutrient removal and nitrification processes employed at these 22 plants. © IWA Publishing 2012.","Nitrogen; Nutrient removal; Permitting; Phosphorus; Reliability; Statistics","Achievable performance; Comprehensive studies; Decision makers; Evaluation of technology; Information exchanges; Nitrification process; Nutrient removal; Operational data; Permitting; Process reliability; Real world situations; Statistical approach; Technology performance; Total nitrogen; Total phosphorus; Wastewater treatment plants; Water environment federations; Water environment research foundations; Engineering education; Nitrification; Nitrogen; Nitrogen removal; Nutrients; Phosphorus; Reliability; Statistics; Technology; Effluents; ammonia; nitrogen; phosphorus; ammonia; decision making; effluent; nitrification; nitrogen; nutrient limitation; performance assessment; phosphorus; pollutant removal; statistical analysis; wastewater; water treatment; article; calculation; data analysis; effluent; evaluation; nitrification; nutrient concentration; nutrient removal plant; organization; performance; process design; process monitoring; process technology; reliability; reproducibility; statistical analysis; waste water treatment plant; Biodegradation, Environmental; Nitrogen; Phosphorus; Reproducibility of Results; Waste Disposal, Fluid; Water Pollutants, Chemical; Water Pollution; Water Purification",,,,,,"English",Article,"Final","",Scopus
"6701716879;22953709700;7004337869;","Interlaminar fracture toughness of unidirectional DCB specimens: A novel theoretical approach",2012,"Polymer Testing",17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054116130&doi=10.1016%2fj.polymertesting.2011.08.012&partnerID=40&md5=027f68d21da32488b6b261f40938c6ed","A novel theoretical approach is presented to calculate the mode I interlaminar fracture toughness (G Ic) of double cantilever beam (DCB) specimens with low ratio of initial crack length-to-thickness (a 0/2h). This method is based on a sixth-order beam theory, namely Reddy-Bickford beam (RB), on Winkler elastic foundation (WEF) to account for both transverse shear deformation of the beam and local effects at the delamination front (root rotation). RB with only two generalized displacements w and φ; and three boundary conditions at ends and loading points of a shear deformable beam gives more accurate results than the fourth-order Timoshenko beam theory. The accuracy of the proposed method in prediction of initiation G Ic values is evaluated together with other available models considering the experimental fracture toughness for moderately thick unidirectional E-glass/epoxy DCB specimens with small initial delamination lengths. © 2011 Elsevier B.V. All rights reserved.","Delamination; Double cantilever beam; Interlaminar fracture toughness","Beam theories; DCB specimen; Delamination length; Double cantilever beam; E-glass; Fourth-order; Generalized displacements; Interlaminar fracture toughness; Local effects; Moderately thick; Novel theoretical approaches; Root rotation; Shear deformable beams; Timoshenko beam theory; Transverse shear deformation; Winkler elastic foundation; Cantilever beams; Delamination; Fracture; Nanocantilevers; Shear deformation; Shear flow; Steel sheet; Fracture toughness",,,,,,"English",Article,"Final","",Scopus
"55016439600;","The transatlantic pursuit of a world engineering federation: For the profession, the nation, and international peace, 1918-48",2012,"Technology and Culture",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857290285&doi=10.1353%2ftech.2012.0011&partnerID=40&md5=2aba9fd72dcc465b8c50adee7eb870e7","In the aftermath of World War I, inspired by the work of Herbert Hoover and critical of traditional diplomacy, Czech and American engineers forged a transatlantic lobby for a World Engineering Federation (WEF). The WEF was to institutionalize technocratic internationalism, unify and elevate the power of the engineering profession, facilitate trade and economic progress across the Atlantic, and secure Czechoslovakia's independent future in an internationally recognized East-Central Europe. By the mid-1930s, their technocratic internationalist outlook was reduced to a minority viewpoint, though the WEF lobby survived through international collegial ties. In the aftermath of World War II, and on the eve of the Cold War, French and Czechoslovak engineers sought once more to establish a WEF in Paris. However, when the European Federation of National Engineering Organizations (FEANI) was established in Brussels in 1951, its founders proclaimed an internationalist vision rooted only in Western Europe. © 2012 by the Society for the History of Technology. All rights reserved.",,,,,,,,"English",Article,"Final","",Scopus
"55507136300;42461087800;55508610800;","Competitiveness of nations: Review of the metric used by the world economic forum [Competitividade das nações: Análise da métrica utilizada pelo world economic forum]",2012,"RAE Revista de Administracao de Empresas",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870384135&doi=10.1590%2fS0034-75902012000400005&partnerID=40&md5=bbabfc64527c3fbd5e9c2815bb7cca0f","The competitiveness of nations is a relevant matter to decision makers when it comes to choose the country which may yield better results on investment. In this trend, this study seeks to analyze the metrics of competitiveness of countries using multivariate statistical concepts in order to simplify and avoid mixed results on the subject. With such a purpose, we used the databases published by the World Economic Forum (WEF) in 2010, which uses twelve pillars to establish the competitive position of 133 countries. It was found that the metric used by the WEF is redundant since it relies on pillars that represent the same construct. It was found that Technology Readiness explains the country's competitiveness in 86.5% and that the combination of Macroeconomic Stability, Quality of Higher Education and Business Sophistication rises this percentage to 95.7%. © RAE.","Competitiveness metric; Innovation base; National competitiveness; Pillars of competitiveness; World economic forum",,,,,,,"Portuguese",Article,"Final","All Open Access, Gold, Green",Scopus
"55329191000;55329541500;36136363700;56161426600;","Is global competitive index a good standard to measure economic growth? A suggestion for improvement",2012,"International Journal of Services and Standards",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864701640&doi=10.1504%2fIJSS.2012.048438&partnerID=40&md5=4ca3794470274838ca7bd3206d32ffd3","Global Competitiveness Index (GCI) developed by the World Economic Forum (WEF) has been used as a standard to measure a country's competitiveness and therefore is expected to be related to economic strength and growth. However, if GCI can be used to predict future economic growth is lacking. We were motivated to fill such a research gap by showing the predictive validity of GCI relative to Total Entrepreneurial Activities (TEA) and national culture. Using data collected from 40 countries, we regressed the three indices on GDP growth rate over five years period. We found that individualism and power distance dimensions of national culture have better prediction power than GCI. Our results imply that WEF should refine GCI to include national culture so that GCI can become a much better predictor of economic growth. We make contributions to the community and society by suggesting ways to make GCI a better measurement of economic growth. Copyright © 2012 Inderscience Enterprises Ltd.","Economic growth; GCI; National culture; Services; Standards; TEA",,,,,,,"English",Article,"Final","",Scopus
